   90.00000      5.8987406E-03
   95.00000      5.8304570E-03
   100.0000      5.7216845E-03
   105.0000      5.5652671E-03
   110.0000      5.3667258E-03
   115.0000      5.1218402E-03
   120.0000      4.8411121E-03
   125.0000      4.5284429E-03
   130.0000      4.1849082E-03
   135.0000      3.8115988E-03
   140.0000      3.4451105E-03
   145.0000      3.0887558E-03
   150.0000      2.7384488E-03
   155.0000      2.3969675E-03
   160.0000      2.0681364E-03
   165.0000      1.7370258E-03
   170.0000      1.4204936E-03
   175.0000      1.1260053E-03
   180.0000      8.5910672E-04
   185.0000      6.2476401E-04
   190.0000      4.2738466E-04
   195.0000      2.7096126E-04
   200.0000      1.5931594E-04
   205.0000      9.5705800E-05
   210.0000      8.4898980E-05
   215.0000      1.3213683E-04
   220.0000      2.4053441E-04
   225.0000      4.1306176E-04
   230.0000      6.5201556E-04
   235.0000      9.6003647E-04
   240.0000      1.3391131E-03
   245.0000      1.7907270E-03
   250.0000      2.3168798E-03
   255.0000      2.9189605E-03
   260.0000      3.5979922E-03
   265.0000      4.3547601E-03
   270.0000      5.1905955E-03
   275.0000      6.1063352E-03
   280.0000      7.1053044E-03
   285.0000      8.1931800E-03
   290.0000      9.3837501E-03
   295.0000      1.0657948E-02
   300.0000      1.2011640E-02
   305.0000      1.3444528E-02
   310.0000      1.4955584E-02
   315.0000      1.6543306E-02
   320.0000      1.8205766E-02
   325.0000      1.9940412E-02
   330.0000      2.1744983E-02
   335.0000      2.3616904E-02
   340.0000      2.5553506E-02
   345.0000      2.7551970E-02
   350.0000      2.9609306E-02
   355.0000      3.1722680E-02
   360.0000      3.3889309E-02
   365.0000      3.6107570E-02
   370.0000      3.8379222E-02
   375.0000      4.0718067E-02
   380.0000      4.3097191E-02
   385.0000      4.5503981E-02
   390.0000      4.7932047E-02
   395.0000      5.0376412E-02
   400.0000      5.2829411E-02
   405.0000      5.5284541E-02
   410.0000      5.7735786E-02
   415.0000      6.0175031E-02
   420.0000      6.2594064E-02
   425.0000      6.4987622E-02
   430.0000      6.7348011E-02
   435.0000      6.9668159E-02
   440.0000      7.1945466E-02
   445.0000      7.4176148E-02
   450.0000      7.6352850E-02
   455.0000      7.8473739E-02
   460.0000      8.0545790E-02
   465.0000      8.2556121E-02
   470.0000      8.4503211E-02
   475.0000      8.6402841E-02
   480.0000      8.8234909E-02
   485.0000      9.0000905E-02
   490.0000      9.1722846E-02
   495.0000      9.3381070E-02
   500.0000      9.5010184E-02
   505.0000      9.6618660E-02
   510.0000      9.8141700E-02
   515.0000      9.9497482E-02
   520.0000      0.1007012    
   525.0000      0.1017372    
   530.0000      0.1026052    
   535.0000      0.1032645    
   540.0000      0.1037393    
   545.0000      0.1039758    
   550.0000      0.1039853    
   555.0000      0.1037515    
   560.0000      0.1032496    
   565.0000      0.1025125    
   570.0000      0.1014689    
   575.0000      0.1002175    
   580.0000      9.8652318E-02
   585.0000      9.6888311E-02
   590.0000      9.4844900E-02
   595.0000      9.2623338E-02
   600.0000      9.0179719E-02
   605.0000      8.7597363E-02
   610.0000      8.4901683E-02
   615.0000      8.2187638E-02
   620.0000      7.9512767E-02
   625.0000      7.6957107E-02
   630.0000      7.4548267E-02
   635.0000      7.2344400E-02
   640.0000      7.0325829E-02
   645.0000      6.8529636E-02
   650.0000      6.6909499E-02
   655.0000      6.5488048E-02
   660.0000      6.4183399E-02
   665.0000      6.3016668E-02
   670.0000      6.1879840E-02
   675.0000      6.0808770E-02
   680.0000      5.9684593E-02
   685.0000      5.8565319E-02
   690.0000      5.7348177E-02
   695.0000      5.6082483E-02
   700.0000      5.4721422E-02
   705.0000      5.3303555E-02
   710.0000      5.1837862E-02
   715.0000      5.0317489E-02
   720.0000      4.8808996E-02
   725.0000      4.7263317E-02
   730.0000      4.5646373E-02
   735.0000      4.4043981E-02
   740.0000      4.2392980E-02
   745.0000      4.0772501E-02
   750.0000      3.9285436E-02
   755.0000      3.7962653E-02
   760.0000      3.6767066E-02
   765.0000      3.5658557E-02
   770.0000      3.4616988E-02
   775.0000      3.3565018E-02
   780.0000      3.2398593E-02
   785.0000      3.1089218E-02
   790.0000      2.9409572E-02
   795.0000      2.7401609E-02
   800.0000      2.4997443E-02
   805.0000      2.2122934E-02
   810.0000      1.9230647E-02
   815.0000      1.6077915E-02
   820.0000      1.3377336E-02
   825.0000      1.1130434E-02
   830.0000      8.5517652E-03
   835.0000      6.2871207E-03
   840.0000      2.4556301E-03
   845.0000      2.2156546E-03
   850.0000      7.5010219E-05
   855.0000      1.4738763E-02
   860.0000      1.2706409E-02
   865.0000      1.8458415E-02
   870.0000      2.0469761E-02
   875.0000      2.2180948E-02
   880.0000      2.4042226E-02
   885.0000      2.5020145E-02
   890.0000      2.6104674E-02
   895.0000      2.7111731E-02
   900.0000      2.7745495E-02
